Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth
L000602,Summer Lee,House,Democrat,PA,District 12,2025-01-03,38,1987-11-26,"Pennsylvania State University (BA in Journalism), Howard University School of Law (JD)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),House Committee on the Judiciary; House Committee on Education and Workforce; House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
D000530,Chris Deluzio,House,Democrat,PA,District 17,2025-01-03,42,1984-07-13,Juris Doctor (J.D.) from Georgetown University Law Center,Voting rights attorney and U.S. Navy officer,Unknown,Unknown,Individual/PAC contributions,"Strengthening labor unions and protecting domestic manufacturing, Defending voting rights and democratic institutions, Supporting veterans and expanding access to affordable healthcare",Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Armed Services; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
M001223,Seth Magaziner,House,Democrat,RI,District 2,2025-01-03,43,1983-07-22,Master of Business Administration (MBA) from Yale University,"Investment Analyst, Elementary School Teacher",Unknown,Unknown,Individual/PAC contributions,"Gun Violence Prevention, Lowering Healthcare and Prescription Drug Costs, Clean Energy and Climate Action",Projected ~95%-99% Democratic (High Cohesion),House Committee on Natural Resources; House Committee on Homeland Security; House Committee on Natural Resources (Subcommittee); House Committee on Homeland Security (Subcommittee),N/A (No net worth disclosure provided in sources)
F000478,Russell Fry,House,Republican,SC,District 7,2025-01-03,41,1985-01-31,Juris Doctor (J.D.) from Charleston School of Law,Attorney,Unknown,Unknown,Individual/PAC contributions,"Combating the opioid epidemic, Election integrity, Fiscal responsibility and economic growth",Projected ~95%-99% Republican (High Cohesion),House Committee on the Judiciary; House Committee on Energy and Commerce; House Committee on the Judiciary (Subcommittee); House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
O000175,Andrew Ogles,House,Republican,TN,District 5,2025-01-03,55,1971-06-18,Bachelor of Science in Liberal Studies from Middle Tennessee State University,"Executive Director of Americans for Prosperity Tennessee, Policy analyst and economist, Real estate and business operator",613134.73,617406.75,Individual/PAC contributions,"Fiscal conservatism and reducing federal spending, Border security and immigration enforcement, Economic freedom and deregulation",Projected ~95%-99% Republican (High Cohesion),House Committee on Homeland Security; House Committee on Financial Services; House Committee on Homeland Security (Subcommittee); House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
M001224,Nathaniel Moran,House,Republican,TX,District 1,2025-01-03,52,1974-07-22,"Texas Tech University (BA, MBA, JD)",Public service,1797847.68,1401247.78,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Republican (High Cohesion),House Committee on Ways and Means; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party; House Committee on Ethics; House Committee on Ways and Means (Subcommittee),N/A (No net worth disclosure provided in sources)
S001224,Keith Self,House,Republican,TX,District 3,2025-01-03,73,1953-03-20,"Master of International Relations, University of Southern California",U.S. Army Officer (Lieutenant Colonel),Unknown,Unknown,Individual/PAC contributions,"Border Security, Fiscal Responsibility and Reducing Government Spending, National Defense and Military Readiness",Projected ~95%-99% Republican (High Cohesion),"House Committee on Science, Space, and Technology; House Committee on Foreign Affairs; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs (Subcommittee); House Committee on Foreign Affairs (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee)",N/A (No net worth disclosure provided in sources)
L000603,Morgan Luttrell,House,Republican,TX,District 8,2025-01-03,50,1975-11-07,"Master of Science in Applied Cognition and Neuroscience, University of Texas at Dallas",U.S. Navy SEAL,Unknown,Unknown,Individual/PAC contributions,"National security and border security, veterans' healthcare and brain injury research, energy independence",Projected ~95%-99% Republican (High Cohesion),House Committee on Armed Services; House Committee on Homeland Security; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs (Subcommittee); House Committee on Armed Services (Subcommittee); House Committee on Homeland Security (Subcommittee),N/A (No net worth disclosure provided in sources)
D000594,Mónica De La Cruz,House,Republican,TX,District 15,2025-01-03,51,1974-11-11,"Bachelor of Arts in Marketing, University of Texas at San Antonio","Insurance Agent, Small Business Owner",Unknown,Unknown,Individual/PAC contributions,"Border Security and Immigration Reform, Economic Growth and Small Business Support, Strengthening Healthcare and Medicare",Projected ~95%-99% Republican (High Cohesion),House Committee on Agriculture; House Committee on Financial Services; House Committee on Agriculture (Subcommittee); House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
C001130,Jasmine Crockett,House,Democrat,TX,District 30,2025-01-03,45,1981-03-29,"Rhodes College (BA in Business Administration), University of Houston Law Center (JD)",Public service,8056948.49,9584628.68,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),"House Committee on the Judiciary; House Committee on Oversight and Government Reform; House Committee on the Judiciary (Subcommittee); House Committee on Oversight and Accountability (Subcommittee); House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021",N/A (No net worth disclosure provided in sources)
C001131,Gregorio Casar,House,Democrat,TX,District 35,2025-01-03,37,1989-05-04,"Bachelor of Arts in Political Science and Social Policy, University of Virginia",Community Organizer and Policy Director at Workers Defense Project,Unknown,Unknown,Individual/PAC contributions,"Labor and Workers' Rights, Affordable Housing, Criminal Justice Reform",Projected ~95%-99% Democratic (High Cohesion),House Committee on Oversight and Government Reform; House Committee on Education and Workforce; House Committee on Oversight and Accountability (Subcommittee); House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
H001095,Wesley Hunt,House,Republican,TX,District 38,2025-01-03,44,1981-11-13,"Master of Business Administration (MBA), Master of Public Administration (MPA), and Master of Industrial and Labor Relations (MILR) from Cornell University","U.S. Army Aviation Officer (Apache Helicopter Pilot), Real Estate Development Executive",Unknown,Unknown,Individual/PAC contributions,"Energy Independence, Border Security, Fiscal Responsibility and Economic Growth",Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on the Judiciary; House Committee on Natural Resources (Subcommittee); House Committee on the Judiciary (Subcommittee),N/A (No net worth disclosure provided in sources)
K000399,Jennifer Kiggans,House,Republican,VA,District 2,2025-01-03,55,1971-06-18,"Master of Science in Nursing (MSN), Vanderbilt University",U.S. Navy Helicopter Pilot and Geriatric Nurse Practitioner,5954338.07,2608075.05,Individual/PAC contributions,"Veterans' Affairs and National Defense, Healthcare Access and Quality, Economic Growth and Lowering Cost of Living",Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on Armed Services; House Committee on Veterans' Affairs; House Committee on Natural Resources (Subcommittee); House Committee on Veterans' Affairs (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
B001318,Becca Balint,House,Democrat,VT,District 0,2025-01-03,58,1968-05-04,Master of Education (M.Ed.) from Harvard University,Middle school teacher and educator,Unknown,Unknown,Individual/PAC contributions,"Affordable housing expansion, Climate change mitigation and renewable energy, LGBTQ+ equality and civil rights",Projected ~95%-99% Democratic (High Cohesion),House Committee on the Judiciary; House Committee on the Budget; House Committee on the Judiciary (Subcommittee),N/A (No net worth disclosure provided in sources)
G000600,Marie Gluesenkamp Perez,House,Democrat,WA,District 3,2025-01-03,38,1988-06-06,"Bachelor of Arts in Economics, Reed College",Auto repair shop co-owner and mechanic,Unknown,Unknown,Individual/PAC contributions,"Right to repair legislation, Support for skilled trades and vocational education, Economic relief for working-class families and small businesses",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
V000135,Derrick Van Orden,House,Republican,WI,District 3,2025-01-03,56,1969-09-15,"Bachelor of Science, Excelsior University","U.S. Navy SEAL (Retired Senior Chief Petty Officer), Author, and Business Owner",Unknown,Unknown,Individual/PAC contributions,"Veterans' Affairs and Military Support, Agriculture and Rural Development, Economic Growth and Fiscal Responsibility",Projected ~95%-99% Republican (High Cohesion),House Committee on Agriculture; House Committee on Armed Services; House Committee on Veterans' Affairs; House Committee on Agriculture (Subcommittee); House Committee on Veterans' Affairs (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
H001096,Harriet Hageman,House,Republican,WY,District 0,2025-01-03,63,1962-10-18,Juris Doctor (J.D.) from the University of Wyoming College of Law,Water and natural resources attorney,Unknown,Unknown,Individual/PAC contributions,"Limiting federal overreach and protecting constitutional rights, Supporting energy independence, agriculture, and water rights, Securing the southern border and immigration enforcement",Projected ~95%-99% Republican (High Cohesion),"House Committee on Natural Resources; House Committee on the Judiciary; House Committee on Natural Resources (Subcommittee); House Committee on the Judiciary (Subcommittee); House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021",N/A (No net worth disclosure provided in sources)
R000618,Pete Ricketts,Senate,Republican,NE,Unknown,2024-11-05,61,1964-08-19,"Master of Business Administration (MBA), University of Chicago",Business executive (Chief Operating Officer of TD Ameritrade),Unknown,Unknown,Individual/PAC contributions,"Fiscal conservatism and tax relief, Agriculture and rural economic development, Border security and immigration enforcement",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs (Subcommittee); Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works (Subcommittee); Senate Committee on Foreign Relations; Senate Committee on Foreign Relations (Subcommittee); Senate Committee on the Budget",N/A (No net worth disclosure provided in sources)
M001227,Jennifer McClellan,House,Democrat,VA,District 4,2025-01-03,53,1972-12-28,Juris Doctor (J.D.) from the University of Virginia School of Law,Attorney (regulatory and corporate law),Unknown,Unknown,Individual/PAC contributions,"Voting Rights, Education Access and Funding, Reproductive Rights and Healthcare",Projected ~95%-99% Democratic (High Cohesion),House Committee on Energy and Commerce; House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
A000380,Gabe Amo,House,Democrat,RI,District 1,2025-01-03,38,1987-12-11,"Master of Science (M.Sc.) in Comparative Social Policy, University of Oxford","White House Deputy Director of Intergovernmental Affairs, Senior Advisor to the Governor of Rhode Island",Unknown,Unknown,Individual/PAC contributions,"Gun violence prevention, Economic opportunity and protecting Social Security and Medicare, Climate change mitigation and coastal resilience",Projected ~95%-99% Democratic (High Cohesion),"House Committee on Science, Space, and Technology; House Committee on Foreign Affairs; House Committee on the Budget; House Committee on Science, Space, and Technology (Subcommittee); House Committee on Foreign Affairs (Subcommittee)",N/A (No net worth disclosure provided in sources)
M001228,Celeste Maloy,House,Republican,UT,District 2,2025-01-03,45,1981-05-22,Juris Doctor (J.D.) from Brigham Young University,Attorney (including Chief Legal Counsel to U.S. Representative Chris Stewart) and Soil Conservationist,Unknown,Unknown,Individual/PAC contributions,"Public lands management and federal ownership, Agriculture and water resources, Fiscal responsibility and reducing government overreach",Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on Appropriations; House Committee on Natural Resources (Subcommittee); House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
S001201,Thomas Suozzi,House,Democrat,NY,District 3,2025-01-03,63,1962-08-31,Juris Doctor (J.D.) from Fordham University School of Law,Attorney and Certified Public Accountant (CPA),Unknown,Unknown,Individual/PAC contributions,"Repealing the State and Local Tax (SALT) deduction cap, Environmental protection and restoring the Long Island Sound, Bipartisan immigration reform and border security",Projected ~95%-99% Democratic (High Cohesion),House Committee on Ways and Means; House Committee on Ways and Means (Subcommittee),N/A (No net worth disclosure provided in sources)
K000402,Timothy Kennedy,House,Democrat,NY,District 26,2025-01-03,49,1976-10-20,"Master of Science in Occupational Therapy, D'Youville College",Occupational Therapist,Unknown,Unknown,Individual/PAC contributions,"Transportation and Infrastructure, Healthcare Access and Senior Care, Gun Safety and Violence Prevention",Projected ~95%-99% Democratic (High Cohesion),House Committee on Homeland Security; House Committee on Veterans' Affairs; House Committee on Homeland Security (Subcommittee); House Committee on Veterans' Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
F000480,Vince Fong,House,Republican,CA,District 20,2025-01-03,46,1979-10-24,Master of Public Affairs (MPA) from Princeton University,District Director for Congressman Kevin McCarthy and budget analyst,1849356.3,1434838.05,Individual/PAC contributions,"Energy independence and supporting local oil and gas production, Water infrastructure and security for the Central Valley, Fiscal responsibility, lowering taxes, and reducing government spending",Projected ~95%-99% Republican (High Cohesion),"House Committee on Transportation and Infrastructure; House Committee on Science, Space, and Technology; House Committee on Homeland Security; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Homeland Security (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee)",N/A (No net worth disclosure provided in sources)
R000619,Michael Rulli,House,Republican,OH,District 6,2025-01-03,57,1969-03-11,"Bachelor of Arts, Emerson College",Director of Operations for Rulli Bros. Markets,Unknown,Unknown,Individual/PAC contributions,"Economic development and job creation, Energy independence and infrastructure, Workforce training and education",Projected ~95%-99% Republican (High Cohesion),House Committee on Energy and Commerce; House Committee on Education and Workforce; House Committee on Energy and Commerce (Subcommittee); House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
M001229,LaMonica McIver,House,Democrat,NJ,District 10,2025-01-03,40,1986-06-20,Master of Public Administration (M.P.A.) from Seton Hall University,Chief of Staff and Personnel Director for Newark Public Schools,Unknown,Unknown,Individual/PAC contributions,"Affordable housing and economic development, Strengthening public education and youth services, Expanding healthcare access and protecting reproductive rights",Projected ~95%-99% Democratic (High Cohesion),House Committee on Homeland Security; House Committee on Small Business; House Committee on Small Business (Subcommittee); House Committee on Homeland Security (Subcommittee),N/A (No net worth disclosure provided in sources)
W000829,Tony Wied,House,Republican,WI,District 8,2025-01-03,50,1976-05-03,"Bachelor of Business Administration, St. Norbert College",Business owner and operator (Founder of Dino Stop convenience store chain),Unknown,Unknown,Individual/PAC contributions,"Border security and immigration enforcement, Economic growth, inflation reduction, and national debt control, U.S. energy independence",Projected ~95%-99% Republican (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Agriculture; House Committee on Small Business; House Committee on Agriculture (Subcommittee); House Committee on Small Business (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee),N/A (No net worth disclosure provided in sources)
F000110,Cleo Fields,House,Democrat,LA,District 6,2025-01-03,63,1962-11-22,Juris Doctor (J.D.) from Southern University Law Center,Attorney,Unknown,Unknown,Individual/PAC contributions,"Education reform and funding, Economic development and job creation, Civil rights and voting rights protection",Projected ~95%-99% Democratic (High Cohesion),House Committee on Financial Services; House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
S001188,Marlin Stutzman,House,Republican,IN,District 3,2025-01-03,49,1976-08-31,Attended Tri-State University,Farmer and small business owner,Unknown,Unknown,Individual/PAC contributions,"Fiscal conservatism and federal spending reduction, Agricultural policy and Farm Bill reform, Government deregulation and Second Amendment rights",Projected ~95%-99% Republican (High Cohesion),House Committee on Financial Services; House Committee on the Budget; House Committee on Financial Services (Subcommittee),"$548,507"
C001123,Gilbert Cisneros,House,Democrat,CA,District 31,2025-01-03,55,1971-02-12,Master of Arts in Urban Education Policy from Brown University,"U.S. Navy Supply Officer, Frito-Lay Shipping Manager, Philanthropist and Education Advocate",Unknown,Unknown,Individual/PAC contributions,"Education Access and Equity, Veterans' Healthcare and Support, Affordable Healthcare and Prescription Drugs",Projected ~95%-99% Democratic (High Cohesion),House Committee on Armed Services; House Committee on Small Business; House Committee on Small Business (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
A000382,Angela Alsobrooks,Senate,Democrat,MD,Unknown,2025-01-03,55,1971-02-23,Juris Doctor (J.D.) from the University of Maryland School of Law,Assistant State's Attorney and practicing attorney,Unknown,Unknown,Individual/PAC contributions,"Reproductive freedom and healthcare access, Economic opportunity and job creation, Gun violence prevention and public safety",Projected ~95%-99% Democratic (High Cohesion),"Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs (Subcommittee); Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works (Subcommittee); Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions (Subcommittee); Senate Special Committee on Aging",N/A (No net worth disclosure provided in sources)
S001232,Tim Sheehy,Senate,Republican,MT,Unknown,2025-01-03,40,1985-11-18,"Bachelor of Science, United States Naval Academy","U.S. Navy SEAL Officer, Founder and CEO of Bridger Aerospace, and Rancher",Unknown,Unknown,Individual/PAC contributions,"Border Security and Immigration Reform, Economic Growth and Fiscal Responsibility, National Security and Veterans' Support",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation (Subcommittee); Senate Committee on Veterans' Affairs",N/A (No net worth disclosure provided in sources)
M001242,Bernie Moreno,Senate,Republican,OH,Unknown,2025-01-03,59,1967-02-14,Bachelor of Business Administration (BBA) from the University of Michigan,Car dealership owner and blockchain technology entrepreneur,Unknown,Unknown,Individual/PAC contributions,"Securing the southern border and immigration reform, Reducing inflation and government spending, Achieving American energy independence",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs (Subcommittee); Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation (Subcommittee); Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs (Subcommittee); Senate Committee on the Budget; United States Senate Caucus on International Narcotics Control",N/A (No net worth disclosure provided in sources)
M001243,Dave McCormick,Senate,Republican,PA,Unknown,2025-01-03,60,1965-08-17,"US Military Academy West Point (BS in Mechanical Engineering), Princeton University (MPA, Ph.D.)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs (Subcommittee); Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources (Subcommittee); Senate Committee on Foreign Relations; Senate Committee on Foreign Relations (Subcommittee); Joint Economic Committee; Senate Special Committee on Aging",N/A (No net worth disclosure provided in sources)
B001323,Nicholas Begich,House,Republican,AK,District 0,2025-01-03,48,1977-10-21,"Baylor University (BBA), Indiana University Bloomington (MBA)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Republican (High Cohesion),"House Committee on Natural Resources; House Committee on Transportation and Infrastructure; House Committee on Science, Space, and Technology; House Committee on Natural Resources (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee)",N/A (No net worth disclosure provided in sources)
F000481,Shomari Figures,House,Democrat,AL,District 2,2025-01-03,40,1985-09-03,Juris Doctor (J.D.) from the University of Alabama School of Law,Attorney and Federal Public Servant (including Deputy Chief of Staff and Counselor to the U.S. Attorney General),1355788.62,716297.31,Individual/PAC contributions,"Healthcare Access and Medicaid Expansion, Economic Development and Infrastructure Investment, Education and Workforce Development",Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Agriculture; House Committee on Agriculture (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee),N/A (No net worth disclosure provided in sources)
A000381,Yassamin Ansari,House,Democrat,AZ,District 3,2025-01-03,34,1992-04-07,"Master of Philosophy (MPhil) in International Relations and Politics, University of Cambridge","Climate policy advisor, United Nations climate summit strategist",Unknown,Unknown,Individual/PAC contributions,"Climate change and clean energy, Reproductive rights, Affordable housing and economic opportunity",Projected ~95%-99% Democratic (High Cohesion),House Committee on Natural Resources; House Committee on Oversight and Government Reform; House Committee on Natural Resources (Subcommittee); House Committee on Oversight and Accountability (Subcommittee),N/A (No net worth disclosure provided in sources)
H001098,Abraham Hamadeh,House,Republican,AZ,District 8,2025-01-03,35,1991-05-15,Juris Doctor (J.D.) from the University of Arizona James E. Rogers College of Law,"Deputy County Attorney (Prosecutor) for Maricopa County, Intelligence Officer in the U.S. Army Reserve",Unknown,Unknown,Individual/PAC contributions,"Border Security and Immigration Enforcement, Election Integrity, National Security and Law and Order",Projected ~95%-99% Republican (High Cohesion),House Committee on Armed Services; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
S001231,Lateefah Simon,House,Democrat,CA,District 12,2025-01-03,49,1977-01-29,"Master of Public Administration (MPA), University of San Francisco","Civil rights advocate and nonprofit executive, including serving as President of the Akonadi Foundation and Executive Director of the Lawyers' Committee for Civil Rights of the San Francisco Bay Area",Unknown,Unknown,Individual/PAC contributions,"Civil Rights and Racial Justice, Affordable Housing and Homelessness, Public Transportation and Infrastructure",Projected ~95%-99% Democratic (High Cohesion),House Committee on Oversight and Government Reform; House Committee on Small Business; House Committee on Small Business (Subcommittee); House Committee on Oversight and Accountability (Subcommittee),N/A (No net worth disclosure provided in sources)
G000605,Adam Gray,House,Democrat,CA,District 13,2025-01-03,48,1977-09-23,"Bachelor of Science in Political Science, University of California, Santa Barbara","Legislative Aide, University Lecturer",Unknown,Unknown,Individual/PAC contributions,"Water Rights and Agricultural Preservation, Healthcare Access and Medical Education Expansion, Economic Development and Infrastructure",Projected ~95%-99% Democratic (High Cohesion),House Committee on Natural Resources; House Committee on Agriculture; House Committee on Agriculture (Subcommittee); House Committee on Natural Resources (Subcommittee),N/A (No net worth disclosure provided in sources)
L000607,Sam Liccardo,House,Democrat,CA,District 16,2025-01-03,56,1970-04-16,"Georgetown University (BA), Harvard Law School (JD), Harvard Kennedy School (MPP)",Public service,3489297.65,1426732.34,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),House Committee on Financial Services; House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
W000830,George Whitesides,House,Democrat,CA,District 27,2025-01-03,52,1974-03-03,Master of Philosophy (MPhil) from the University of Cambridge,Aerospace executive (CEO of Virgin Galactic) and NASA Chief of Staff,Unknown,Unknown,Individual/PAC contributions,"Wildfire mitigation and climate resilience, Job creation and economic growth in aerospace and clean energy, Lowering healthcare and prescription drug costs",Projected ~95%-99% Democratic (High Cohesion),"House Committee on Science, Space, and Technology; House Committee on Armed Services; House Committee on Armed Services (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee)",N/A (No net worth disclosure provided in sources)
R000620,Luz Rivas,House,Democrat,CA,District 29,2025-01-03,52,1974-02-06,"Master of Education (Ed.M.), Harvard University",Electrical Engineer and Nonprofit Founder,Unknown,Unknown,Individual/PAC contributions,"STEM Education and Equity, Environmental Justice and Climate Action, Affordable Housing and Homelessness Solutions",Projected ~95%-99% Democratic (High Cohesion),"House Committee on Natural Resources; House Committee on Science, Space, and Technology; House Committee on Natural Resources (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee)",N/A (No net worth disclosure provided in sources)
F000483,Laura Friedman,House,Democrat,CA,District 30,2025-01-03,59,1966-12-03,"Bachelor of Arts in History, University of Rochester","Film producer, Film production executive, Small business owner",827895.09,655389.44,Individual/PAC contributions,"Environmental protection and climate action, Sustainable transportation and infrastructure, Housing affordability and homelessness",Projected ~95%-99% Democratic (High Cohesion),"House Committee on Transportation and Infrastructure; House Committee on Science, Space, and Technology; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee)",N/A (No net worth disclosure provided in sources)
T000491,Derek Tran,House,Democrat,CA,District 45,2025-01-03,45,1980-12-22,Juris Doctor (J.D.) from Glendale University College of Law,"Consumer rights and employment attorney, U.S. Army veteran, and small business owner",Unknown,Unknown,Individual/PAC contributions,"Protecting reproductive freedom and healthcare access, Lowering the cost of living and supporting working families, Strengthening veterans' resources and public safety",Projected ~95%-99% Democratic (High Cohesion),House Committee on Armed Services; House Committee on Small Business; House Committee on Small Business (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
M001241,Dave Min,House,Democrat,CA,District 47,2025-01-03,50,1976-03-05,Juris Doctor (J.D.) from Harvard Law School,"Law Professor at UC Irvine School of Law, SEC Enforcement Attorney, and Economic Policy Advisor",Unknown,Unknown,Individual/PAC contributions,"Gun violence prevention, environmental protection and climate action, and economic opportunity and housing affordability",Projected ~95%-99% Democratic (High Cohesion),Joint Economic Committee; House Committee on Natural Resources; House Committee on Oversight and Government Reform; House Committee on Natural Resources (Subcommittee); House Committee on Oversight and Accountability (Subcommittee),N/A (No net worth disclosure provided in sources)
H001100,Jeff Hurd,House,Republican,CO,District 3,2025-01-03,46,1979-08-15,Juris Doctor (J.D.) from Columbia Law School,"Attorney specializing in energy, water, and commercial law",3552599.03,1800885.39,Individual/PAC contributions,"Protecting water rights and supporting agriculture, Promoting energy independence and local energy production, Fostering economic development and lowering the cost of living",Projected ~95%-99% Republican (High Cohesion),"House Committee on Natural Resources; House Committee on Transportation and Infrastructure; House Committee on Science, Space, and Technology; House Committee on Natural Resources (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee)",N/A (No net worth disclosure provided in sources)
C001137,Jeff Crank,House,Republican,CO,District 5,2025-01-03,59,1967-01-28,"Bachelor of Arts in Political Science, Colorado State University Pueblo","Radio Talk Show Host, Political Advocacy Director (Americans for Prosperity), Congressional Staffer",2177287.76,778792.52,Individual/PAC contributions,"Fiscal Responsibility and Government Spending Cuts, National Security and Military Support, Border Security and Immigration Enforcement",Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on Armed Services; House Committee on Natural Resources (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
E000300,Gabe Evans,House,Republican,CO,District 8,2025-01-03,40,1986-07-28,"Bachelor of Science in Government, Liberty University","Police Lieutenant (Arvada Police Department), Blackhawk Helicopter Pilot (Colorado Army National Guard), Colorado State Representative",5393673.36,1588203.24,Individual/PAC contributions,"Border Security and Crime Reduction, Economic Growth and Inflation, Energy Independence",Projected ~95%-99% Republican (High Cohesion),House Committee on Homeland Security; House Committee on Energy and Commerce; House Committee on Homeland Security (Subcommittee); House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
M001238,Sarah McBride,House,Democrat,DE,District 0,2025-01-03,35,1990-08-09,Bachelor of Arts (B.A.) from American University,LGBTQ+ rights advocate and National Press Secretary for the Human Rights Campaign,Unknown,Unknown,Individual/PAC contributions,"Expanding access to affordable healthcare and paid family leave, Advancing LGBTQ+ equality and civil rights, Strengthening public education and economic opportunity",Projected ~95%-99% Democratic (High Cohesion),"House Committee on Science, Space, and Technology; House Committee on Foreign Affairs; House Committee on Science, Space, and Technology (Subcommittee); House Committee on Foreign Affairs (Subcommittee)",N/A (No net worth disclosure provided in sources)
H001099,Mike Haridopolos,House,Republican,FL,District 8,2025-01-03,56,1970-03-15,"Master of Arts in History, University of Arkansas",College Professor and Political Consultant,Unknown,Unknown,Individual/PAC contributions,"Fiscal conservatism and tax reduction, Border security and immigration enforcement, Economic growth and deregulation",Projected ~95%-99% Republican (High Cohesion),"House Committee on Science, Space, and Technology; House Committee on Financial Services; House Committee on Financial Services (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee)",N/A (No net worth disclosure provided in sources)
