Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth,Term End Date,Status
K000402,Timothy Kennedy,House,Democrat,NY,District 26,2025-01-03,49.0,1976-10-20,"Master of Science in Occupational Therapy, D'Youville College",Occupational Therapist,Unknown,Unknown,Individual/PAC contributions,"Transportation and Infrastructure, Healthcare Access and Senior Care, Gun Safety and Violence Prevention",DW-NOMINATE: -0.38 (Moderate Democrat) • ~91% Party Loyalty,House Committee on Homeland Security (Subcommittee); House Committee on Veterans' Affairs (Subcommittee); House Committee on Homeland Security; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
F000480,Vince Fong,House,Republican,CA,District 20,2025-01-03,46.0,1979-10-24,Master of Public Affairs (MPA) from Princeton University,District Director for Congressman Kevin McCarthy and budget analyst,1849356.3,1434838.05,Individual/PAC contributions,"Energy independence and supporting local oil and gas production, Water infrastructure and security for the Central Valley, Fiscal responsibility, lowering taxes, and reducing government spending",DW-NOMINATE: +0.45 (Solidly Conservative) • ~93% Party Loyalty,"House Committee on Homeland Security (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee); House Committee on Homeland Security; House Committee on Science, Space, and Technology; House Committee on Transportation and Infrastructure",N/A (No net worth disclosure provided in sources),2027-01-03,
R000619,Michael Rulli,House,Republican,OH,District 6,2025-01-03,57.0,1969-03-11,"Bachelor of Arts, Emerson College",Director of Operations for Rulli Bros. Markets,Unknown,Unknown,Individual/PAC contributions,"Economic development and job creation, Energy independence and infrastructure, Workforce training and education",DW-NOMINATE: +0.43 (Solidly Conservative) • ~92% Party Loyalty,House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on Energy and Commerce,N/A (No net worth disclosure provided in sources),2027-01-03,
M001229,LaMonica McIver,House,Democrat,NJ,District 10,2025-01-03,40.0,1986-06-20,Master of Public Administration (M.P.A.) from Seton Hall University,Chief of Staff and Personnel Director for Newark Public Schools,Unknown,Unknown,Individual/PAC contributions,"Affordable housing and economic development, Strengthening public education and youth services, Expanding healthcare access and protecting reproductive rights",DW-NOMINATE: -0.53 (Solidly Progressive) • ~96% Party Loyalty,House Committee on Homeland Security (Subcommittee); House Committee on Homeland Security; House Committee on Small Business,N/A (No net worth disclosure provided in sources),2027-01-03,
W000829,Tony Wied,House,Republican,WI,District 8,2025-01-03,50.0,1976-05-03,"Bachelor of Business Administration, St. Norbert College",Business owner and operator (Founder of Dino Stop convenience store chain),Unknown,Unknown,Individual/PAC contributions,"Border security and immigration enforcement, Economic growth, inflation reduction, and national debt control, U.S. energy independence",DW-NOMINATE: +0.54 (Solidly Conservative) • ~96% Party Loyalty,House Committee on Agriculture; House Committee on Small Business; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
F000110,Cleo Fields,House,Democrat,LA,District 6,2025-01-03,63.0,1962-11-22,Juris Doctor (J.D.) from Southern University Law Center,Attorney,Unknown,Unknown,Individual/PAC contributions,"Education reform and funding, Economic development and job creation, Civil rights and voting rights protection",DW-NOMINATE: -0.46 (Solidly Progressive) • ~93% Party Loyalty,House Committee on Financial Services,N/A (No net worth disclosure provided in sources),2027-01-03,
S001188,Marlin Stutzman,House,Republican,IN,District 3,2025-01-03,49.0,1976-08-31,Attended Tri-State University,Farmer and small business owner,Unknown,Unknown,Individual/PAC contributions,"Fiscal conservatism and federal spending reduction, Agricultural policy and Farm Bill reform, Government deregulation and Second Amendment rights",DW-NOMINATE: +0.72 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Financial Services; House Committee on the Budget,"$548,507",2027-01-03,
C001123,Gilbert Cisneros,House,Democrat,CA,District 31,2025-01-03,55.0,1971-02-12,Master of Arts in Urban Education Policy from Brown University,"U.S. Navy Supply Officer, Frito-Lay Shipping Manager, Philanthropist and Education Advocate",Unknown,Unknown,Individual/PAC contributions,"Education Access and Equity, Veterans' Healthcare and Support, Affordable Healthcare and Prescription Drugs",DW-NOMINATE: -0.46 (Solidly Progressive) • ~93% Party Loyalty,House Committee on Armed Services; House Committee on Small Business,N/A (No net worth disclosure provided in sources),2027-01-03,
B001323,Nicholas Begich,House,Republican,AK,District 0,2025-01-03,48.0,1977-10-21,"Baylor University (BBA), Indiana University Bloomington (MBA)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.58 (Solidly Conservative) • ~97% Party Loyalty,"House Committee on Natural Resources (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee); House Committee on Natural Resources; House Committee on Science, Space, and Technology; House Committee on Transportation and Infrastructure",N/A (No net worth disclosure provided in sources),2027-01-03,
F000481,Shomari Figures,House,Democrat,AL,District 2,2025-01-03,40.0,1985-09-03,Juris Doctor (J.D.) from the University of Alabama School of Law,Attorney and Federal Public Servant (including Deputy Chief of Staff and Counselor to the U.S. Attorney General),1355788.62,716297.31,Individual/PAC contributions,"Healthcare Access and Medicaid Expansion, Economic Development and Infrastructure Investment, Education and Workforce Development",DW-NOMINATE: -0.41 (Solidly Progressive) • ~92% Party Loyalty,House Committee on Agriculture; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
A000381,Yassamin Ansari,House,Democrat,AZ,District 3,2025-01-03,34.0,1992-04-07,"Master of Philosophy (MPhil) in International Relations and Politics, University of Cambridge","Climate policy advisor, United Nations climate summit strategist",Unknown,Unknown,Individual/PAC contributions,"Climate change and clean energy, Reproductive rights, Affordable housing and economic opportunity",DW-NOMINATE: -0.43 (Solidly Progressive) • ~92% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Natural Resources (Subcommittee); House Committee on Natural Resources; House Committee on Oversight and Government Reform,N/A (No net worth disclosure provided in sources),2027-01-03,
H001098,Abraham Hamadeh,House,Republican,AZ,District 8,2025-01-03,35.0,1991-05-15,Juris Doctor (J.D.) from the University of Arizona James E. Rogers College of Law,"Deputy County Attorney (Prosecutor) for Maricopa County, Intelligence Officer in the U.S. Army Reserve",Unknown,Unknown,Individual/PAC contributions,"Border Security and Immigration Enforcement, Election Integrity, National Security and Law and Order",DW-NOMINATE: +0.66 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Veterans' Affairs (Subcommittee); House Committee on Armed Services; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
S001231,Lateefah Simon,House,Democrat,CA,District 12,2025-01-03,49.0,1977-01-29,"Master of Public Administration (MPA), University of San Francisco","Civil rights advocate and nonprofit executive, including serving as President of the Akonadi Foundation and Executive Director of the Lawyers' Committee for Civil Rights of the San Francisco Bay Area",Unknown,Unknown,Individual/PAC contributions,"Civil Rights and Racial Justice, Affordable Housing and Homelessness, Public Transportation and Infrastructure",DW-NOMINATE: -0.61 (Solidly Progressive) • ~98% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Oversight and Government Reform; House Committee on Small Business,N/A (No net worth disclosure provided in sources),2027-01-03,
G000605,Adam Gray,House,Democrat,CA,District 13,2025-01-03,48.0,1977-09-23,"Bachelor of Science in Political Science, University of California, Santa Barbara","Legislative Aide, University Lecturer",Unknown,Unknown,Individual/PAC contributions,"Water Rights and Agricultural Preservation, Healthcare Access and Medical Education Expansion, Economic Development and Infrastructure",DW-NOMINATE: -0.23 (Moderate Democrat) • ~86% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Agriculture; House Committee on Natural Resources,N/A (No net worth disclosure provided in sources),2027-01-03,
L000607,Sam Liccardo,House,Democrat,CA,District 16,2025-01-03,56.0,1970-04-16,"Georgetown University (BA), Harvard Law School (JD), Harvard Kennedy School (MPP)",Public service,3489297.65,1426732.34,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: -0.34 (Moderate Democrat) • ~90% Party Loyalty,House Committee on Financial Services,N/A (No net worth disclosure provided in sources),2027-01-03,
W000830,George Whitesides,House,Democrat,CA,District 27,2025-01-03,52.0,1974-03-03,Master of Philosophy (MPhil) from the University of Cambridge,Aerospace executive (CEO of Virgin Galactic) and NASA Chief of Staff,Unknown,Unknown,Individual/PAC contributions,"Wildfire mitigation and climate resilience, Job creation and economic growth in aerospace and clean energy, Lowering healthcare and prescription drug costs",DW-NOMINATE: -0.20 (Moderate Democrat) • ~86% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Armed Services; House Committee on Science, Space, and Technology",N/A (No net worth disclosure provided in sources),2027-01-03,
R000620,Luz Rivas,House,Democrat,CA,District 29,2025-01-03,52.0,1974-02-06,"Master of Education (Ed.M.), Harvard University",Electrical Engineer and Nonprofit Founder,Unknown,Unknown,Individual/PAC contributions,"STEM Education and Equity, Environmental Justice and Climate Action, Affordable Housing and Homelessness Solutions",DW-NOMINATE: -0.52 (Solidly Progressive) • ~95% Party Loyalty,"House Committee on Natural Resources (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee); House Committee on Natural Resources; House Committee on Science, Space, and Technology",N/A (No net worth disclosure provided in sources),2027-01-03,
F000483,Laura Friedman,House,Democrat,CA,District 30,2025-01-03,59.0,1966-12-03,"Bachelor of Arts in History, University of Rochester","Film producer, Film production executive, Small business owner",827895.09,655389.44,Individual/PAC contributions,"Environmental protection and climate action, Sustainable transportation and infrastructure, Housing affordability and homelessness",DW-NOMINATE: -0.35 (Moderate Democrat) • ~90% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Science, Space, and Technology; House Committee on Transportation and Infrastructure",N/A (No net worth disclosure provided in sources),2027-01-03,
T000491,Derek Tran,House,Democrat,CA,District 45,2025-01-03,45.0,1980-12-22,Juris Doctor (J.D.) from Glendale University College of Law,"Consumer rights and employment attorney, U.S. Army veteran, and small business owner",Unknown,Unknown,Individual/PAC contributions,"Protecting reproductive freedom and healthcare access, Lowering the cost of living and supporting working families, Strengthening veterans' resources and public safety",DW-NOMINATE: -0.23 (Moderate Democrat) • ~86% Party Loyalty,House Committee on Armed Services; House Committee on Small Business,N/A (No net worth disclosure provided in sources),2027-01-03,
M001241,Dave Min,House,Democrat,CA,District 47,2025-01-03,50.0,1976-03-05,Juris Doctor (J.D.) from Harvard Law School,"Law Professor at UC Irvine School of Law, SEC Enforcement Attorney, and Economic Policy Advisor",Unknown,Unknown,Individual/PAC contributions,"Gun violence prevention, environmental protection and climate action, and economic opportunity and housing affordability",DW-NOMINATE: -0.21 (Moderate Democrat) • ~86% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Natural Resources (Subcommittee); House Committee on Natural Resources; House Committee on Oversight and Government Reform; Joint Economic Committee,N/A (No net worth disclosure provided in sources),2027-01-03,
H001100,Jeff Hurd,House,Republican,CO,District 3,2025-01-03,46.0,1979-08-15,Juris Doctor (J.D.) from Columbia Law School,"Attorney specializing in energy, water, and commercial law",3552599.03,1800885.39,Individual/PAC contributions,"Protecting water rights and supporting agriculture, Promoting energy independence and local energy production, Fostering economic development and lowering the cost of living",DW-NOMINATE: +0.32 (Moderate Republican) • ~89% Party Loyalty,"House Committee on Natural Resources (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee); House Committee on Natural Resources; House Committee on Science, Space, and Technology; House Committee on Transportation and Infrastructure",N/A (No net worth disclosure provided in sources),2027-01-03,
C001137,Jeff Crank,House,Republican,CO,District 5,2025-01-03,59.0,1967-01-28,"Bachelor of Arts in Political Science, Colorado State University Pueblo","Radio Talk Show Host, Political Advocacy Director (Americans for Prosperity), Congressional Staffer",2177287.76,778792.52,Individual/PAC contributions,"Fiscal Responsibility and Government Spending Cuts, National Security and Military Support, Border Security and Immigration Enforcement",DW-NOMINATE: +0.67 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Armed Services; House Committee on Natural Resources,N/A (No net worth disclosure provided in sources),2027-01-03,
E000300,Gabe Evans,House,Republican,CO,District 8,2025-01-03,40.0,1986-07-28,"Bachelor of Science in Government, Liberty University","Police Lieutenant (Arvada Police Department), Blackhawk Helicopter Pilot (Colorado Army National Guard), Colorado State Representative",5393673.36,1588203.24,Individual/PAC contributions,"Border Security and Crime Reduction, Economic Growth and Inflation, Energy Independence",DW-NOMINATE: +0.34 (Moderate Republican) • ~90% Party Loyalty,House Committee on Homeland Security (Subcommittee); House Committee on Energy and Commerce; House Committee on Homeland Security,N/A (No net worth disclosure provided in sources),2027-01-03,
M001238,Sarah McBride,House,Democrat,DE,District 0,2025-01-03,35.0,1990-08-09,Bachelor of Arts (B.A.) from American University,LGBTQ+ rights advocate and National Press Secretary for the Human Rights Campaign,Unknown,Unknown,Individual/PAC contributions,"Expanding access to affordable healthcare and paid family leave, Advancing LGBTQ+ equality and civil rights, Strengthening public education and economic opportunity",DW-NOMINATE: -0.26 (Moderate Democrat) • ~87% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Foreign Affairs; House Committee on Science, Space, and Technology",N/A (No net worth disclosure provided in sources),2027-01-03,
H001099,Mike Haridopolos,House,Republican,FL,District 8,2025-01-03,56.0,1970-03-15,"Master of Arts in History, University of Arkansas",College Professor and Political Consultant,Unknown,Unknown,Individual/PAC contributions,"Fiscal conservatism and tax reduction, Border security and immigration enforcement, Economic growth and deregulation",DW-NOMINATE: +0.45 (Solidly Conservative) • ~93% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Financial Services; House Committee on Science, Space, and Technology",N/A (No net worth disclosure provided in sources),2027-01-03,
J000311,Brian Jack,House,Republican,GA,District 3,2025-01-03,38.0,1988-02-17,Bachelor of Arts in Political Science from Auburn University,"Political Advisor, White House Political Director",Unknown,Unknown,Individual/PAC contributions,"Border Security, Economic Growth and Inflation Reduction, Protecting Constitutional Rights",DW-NOMINATE: +0.56 (Solidly Conservative) • ~96% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Rules (Subcommittee); House Committee on Oversight and Government Reform; House Committee on Rules; House Committee on Small Business,N/A (No net worth disclosure provided in sources),2027-01-03,
S001229,Jefferson Shreve,House,Republican,IN,District 6,2025-01-03,60.0,1965-09-24,Master of Business Administration (MBA) from Northwestern University,"Founder and President of Storage Express, Real estate investor and businessman",Unknown,Unknown,Individual/PAC contributions,"Border security and immigration enforcement, Economic growth and combating inflation, Fiscal responsibility and reducing the national debt",DW-NOMINATE: +0.52 (Solidly Conservative) • ~95% Party Loyalty,House Committee on Appropriations,N/A (No net worth disclosure provided in sources),2027-01-03,
M001233,Mark Messmer,House,Republican,IN,District 8,2025-01-03,58.0,1967-12-16,"Bachelor of Science in Mechanical Engineering, Purdue University","Mechanical Engineer, Co-owner of Messmer Mechanical (HVAC and plumbing business)",Unknown,Unknown,Individual/PAC contributions,"Economic growth and small business support, Energy independence and infrastructure development, Border security and fiscal responsibility",DW-NOMINATE: +0.55 (Solidly Conservative) • ~96% Party Loyalty,House Committee on Agriculture; House Committee on Armed Services; House Committee on Education and Workforce; House Committee on Education and the Workforce,N/A (No net worth disclosure provided in sources),2027-01-03,
S001228,Derek Schmidt,House,Republican,KS,District 2,2025-01-03,58.0,1968-01-23,"Ph.D. in Public Administration, University of Kansas","Attorney, Congressional and Gubernatorial Staffer",Unknown,Unknown,Individual/PAC contributions,"Agriculture and Rural Development, Fiscal Responsibility and Economic Growth, Border Security and Law Enforcement",DW-NOMINATE: +0.68 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Armed Services; House Committee on Small Business; House Committee on the Judiciary,N/A (No net worth disclosure provided in sources),2027-01-03,
O000176,Johnny Olszewski,House,Democrat,MD,District 2,2025-01-03,43.0,1982-09-10,"Ph.D. in Public Policy, University of Maryland, Baltimore County (UMBC)","High school social studies teacher, Software account executive",1040389.5,592705.7,Individual/PAC contributions,"Public education funding and support, Economic development and middle-class job creation, Environmental protection and climate resilience",DW-NOMINATE: -0.37 (Moderate Democrat) • ~91% Party Loyalty,House Committee on Foreign Affairs; House Committee on Small Business,N/A (No net worth disclosure provided in sources),2027-01-03,
E000301,Sarah Elfreth,House,Democrat,MD,District 3,2025-01-03,37.0,1988-09-09,"Master of Public Policy (MPP), Johns Hopkins University",Government affairs director for the National Aquarium and university administrator,Unknown,Unknown,Individual/PAC contributions,"Environmental protection and Chesapeake Bay restoration, Public education funding and resources, Healthcare access and reproductive rights",DW-NOMINATE: -0.38 (Moderate Democrat) • ~91% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Armed Services; House Committee on Natural Resources,N/A (No net worth disclosure provided in sources),2027-01-03,
M001232,April McClain Delaney,House,Democrat,MD,District 6,2025-01-03,62.0,1964-05-28,Juris Doctor (J.D.) from Georgetown University Law Center,"Communications attorney, Deputy Assistant Secretary at the National Telecommunications and Information Administration (NTIA), and Washington Director for Common Sense Media",Unknown,Unknown,Individual/PAC contributions,"Children's online safety and digital well-being, Broadband expansion and infrastructure, Reproductive freedom and healthcare access",DW-NOMINATE: -0.29 (Moderate Democrat) • ~88% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Agriculture; House Committee on Science, Space, and Technology",N/A (No net worth disclosure provided in sources),2027-01-03,
B001321,Tom Barrett,House,Republican,MI,District 7,2025-01-03,45.0,1981-04-30,"Bachelor of Arts in Political Science and Public Administration, Western Michigan University","U.S. Army Helicopter Pilot (Michigan Army National Guard), Financial Analyst for the Michigan Department of Treasury",Unknown,Unknown,Individual/PAC contributions,"Economic growth and combating inflation, National security and veterans' advocacy, Border security and immigration enforcement",DW-NOMINATE: +0.50 (Solidly Conservative) • ~94% Party Loyalty,House Committee on Veterans' Affairs (Subcommittee); House Committee on Transportation and Infrastructure; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
M001237,Kristen McDonald Rivet,House,Democrat,MI,District 8,2025-01-03,56.0,1970-07-11,"Master of Public Administration (MPA), University of Michigan-Flint","Non-profit executive, Education policy administrator, Chief of Staff for the Michigan Department of Education",Unknown,Unknown,Individual/PAC contributions,"Lowering costs for working families, Early childhood education and childcare access, Economic development and job creation",DW-NOMINATE: -0.24 (Moderate Democrat) • ~87% Party Loyalty,House Committee on Agriculture; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
M001234,Kelly Morrison,House,Democrat,MN,District 3,2025-01-03,57.0,1969-02-02,Doctor of Medicine (M.D.) from Case Western Reserve University School of Medicine,Obstetrician-gynecologist (OB-GYN),Unknown,Unknown,Individual/PAC contributions,"Reproductive rights and healthcare access, Environmental protection and clean water, Gun violence prevention",DW-NOMINATE: -0.34 (Moderate Democrat) • ~90% Party Loyalty,House Committee on Veterans' Affairs (Subcommittee); House Committee on Small Business; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
B001324,Wesley Bell,House,Democrat,MO,District 1,2025-01-03,51.0,1974-11-05,"Lindenwood University (BA), University of Missouri School of Law (JD)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: -0.47 (Solidly Progressive) • ~94% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Armed Services; House Committee on Foreign Affairs; House Committee on Oversight and Government Reform,N/A (No net worth disclosure provided in sources),2027-01-03,
O000177,Robert Onder,House,Republican,MO,District 3,2025-01-03,64.0,1962-01-06,"Washington University in St. Louis (BA, MD, JD)",Public service,950349.83,636335.08,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.69 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on Transportation and Infrastructure; House Committee on the Judiciary,N/A (No net worth disclosure provided in sources),2027-01-03,
K000404,Kimberlyn King-Hinds,House,Republican,MP,District 0,2025-01-03,51.0,1975-04-10,"Juris Doctor (J.D.), University of Hawaiʻi at Mānoa",Attorney and former Legal Counsel for the Commonwealth Ports Authority,64121.9,59438.34,Individual/PAC contributions,"Economic development and tourism revitalization, Infrastructure and port improvements, Healthcare access and federal funding parity for territories",DW-NOMINATE: +0.16 (Moderate Republican) • ~84% Party Loyalty,House Committee on Veterans' Affairs (Subcommittee); House Committee on Small Business; House Committee on Transportation and Infrastructure; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
D000634,Troy Downing,House,Republican,MT,District 2,2025-01-03,59.0,1967-03-04,Attended New York University (Computer Science / Courant Institute of Mathematical Sciences),"Technology Entrepreneur (Founder of WebCal, acquired by Yahoo!), Commercial Real Estate Developer and Self-Storage Business Owner, U.S. Air Force / Air National Guard Search and Rescue Officer",2127926.95,1588993.08,Individual/PAC contributions,"Border Security and Immigration Enforcement, Fiscal Conservatism and National Debt Reduction, Protecting Second Amendment Rights and Supporting Veterans",DW-NOMINATE: +0.66 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Financial Services; House Committee on Natural Resources,N/A (No net worth disclosure provided in sources),2027-01-03,
M001240,Addison McDowell,House,Republican,NC,District 6,2025-01-03,32.0,1994-01-21,UNC Charlotte (BS in Business Administration),Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.56 (Solidly Conservative) • ~96% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Natural Resources; House Committee on Transportation and Infrastructure; House Committee on the Budget,N/A (No net worth disclosure provided in sources),2027-01-03,
H001102,Mark Harris,House,Republican,NC,District 8,2025-01-03,60.0,1966-04-24,"Doctor of Ministry (D.Min.), Southeastern Baptist Theological Seminary",Southern Baptist Pastor,Unknown,Unknown,Individual/PAC contributions,"Religious freedom and traditional family values, Fiscal responsibility and economic growth, Border security and immigration enforcement",DW-NOMINATE: +0.83 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Agriculture; House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on the Judiciary,N/A (No net worth disclosure provided in sources),2027-01-03,
H001101,Pat Harrigan,House,Republican,NC,District 10,2025-01-03,39.0,1987-06-21,Master of Business Administration (MBA) from Arizona State University,"U.S. Army Special Forces Officer (Green Beret), Firearms Manufacturing Business Owner",1081820.85,683387.33,Individual/PAC contributions,"National Security and Border Security, Economic Growth and Inflation Reduction, Second Amendment Rights and Veterans Support",DW-NOMINATE: +0.97 (Solidly Conservative) • ~99% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Armed Services; House Committee on Science, Space, and Technology",N/A (No net worth disclosure provided in sources),2027-01-03,
K000405,Brad Knott,House,Republican,NC,District 13,2025-01-03,40.0,1986-04-17,Juris Doctor (J.D.) from Wake Forest University School of Law,Assistant U.S. Attorney (Federal Prosecutor),Unknown,Unknown,Individual/PAC contributions,"Border security, supporting law enforcement, and reducing government spending",DW-NOMINATE: +0.89 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Homeland Security (Subcommittee); House Committee on Ethics; House Committee on Homeland Security; House Committee on Transportation and Infrastructure; House Committee on the Judiciary,N/A (No net worth disclosure provided in sources),2027-01-03,
M001236,Tim Moore,House,Republican,NC,District 14,2025-01-03,55.0,1970-10-02,"University of North Carolina at Chapel Hill (BA), Oklahoma City University School of Law (JD)",Public service,1538952.2,880526.27,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.58 (Solidly Conservative) • ~97% Party Loyalty,House Committee on Financial Services; House Committee on the Budget,N/A (No net worth disclosure provided in sources),2027-01-03,
F000482,Julie Fedorchak,House,Republican,ND,District 0,2025-01-03,57.0,1968-09-28,"Bachelor of Arts in Journalism, University of North Dakota","Communications consultant, public relations business owner, and gubernatorial communications director",1730662.65,1004419.58,Individual/PAC contributions,"Energy independence and grid reliability, agricultural advocacy, and fiscal responsibility",DW-NOMINATE: +0.61 (Solidly Conservative) • ~98% Party Loyalty,House Committee on Energy and Commerce,N/A (No net worth disclosure provided in sources),2027-01-03,
G000604,Maggie Goodlander,House,Democrat,NH,District 2,2025-01-03,39.0,1986-11-04,Juris Doctor (J.D.) from Yale Law School,"Attorney, Deputy Assistant Attorney General at the U.S. Department of Justice, and U.S. Navy Reserve Intelligence Officer",Unknown,Unknown,Individual/PAC contributions,"Lowering the cost of living and combating corporate monopolies, Protecting reproductive freedom and abortion access, Defending democracy and voting rights",DW-NOMINATE: -0.21 (Moderate Democrat) • ~86% Party Loyalty,House Committee on Veterans' Affairs (Subcommittee); House Committee on Armed Services; House Committee on Small Business; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
C001136,Herbert Conaway,House,Democrat,NJ,District 3,2025-01-03,63.0,1963-01-30,M.D. from Jefferson Medical College (also holds a J.D. from Rutgers Law School),"Primary Care Physician, Director of the Burlington County Health Department, Captain in the U.S. Army Medical Corps",Unknown,Unknown,Individual/PAC contributions,"Healthcare access and affordability, Public health and reproductive rights, Environmental protection and climate resilience",DW-NOMINATE: -0.30 (Moderate Democrat) • ~88% Party Loyalty,House Committee on Veterans' Affairs (Subcommittee); House Committee on Armed Services; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
P000621,Nellie Pou,House,Democrat,NJ,District 9,2025-01-03,70.0,1956-05-20,Attended Kean College and Rutgers University (Business Administration),"Business Administrator and Director of Human Services for the City of Paterson, New Jersey",2661928.16,1021042.96,Individual/PAC contributions,"Criminal and juvenile justice reform, Healthcare access and reproductive rights, Consumer protection and economic development",DW-NOMINATE: -0.30 (Moderate Democrat) • ~89% Party Loyalty,House Committee on Homeland Security (Subcommittee); House Committee on Homeland Security; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
G000602,Laura Gillen,House,Democrat,NY,District 4,2025-01-03,57.0,1969-07-10,Juris Doctor (J.D.) from New York University School of Law,Attorney,Unknown,Unknown,Individual/PAC contributions,"Lowering the cost of living and restoring the SALT deduction, Enhancing public safety and supporting law enforcement, Protecting reproductive freedom and women's healthcare access",DW-NOMINATE: -0.16 (Moderate Democrat) • ~84% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Science, Space, and Technology; House Committee on Transportation and Infrastructure",N/A (No net worth disclosure provided in sources),2027-01-03,
L000606,George Latimer,House,Democrat,NY,District 16,2025-01-03,72.0,1953-11-22,"Mount Saint Mary College (BA in Political Science), Fordham University (MPA)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: -0.40 (Solidly Progressive) • ~92% Party Loyalty,House Committee on Foreign Affairs; House Committee on Small Business,N/A (No net worth disclosure provided in sources),2027-01-03,
R000622,Josh Riley,House,Democrat,NY,District 19,2025-01-03,45.0,1981-01-21,"Juris Doctor (J.D.), Harvard Law School",Attorney and Senate Judiciary Committee General Counsel,Unknown,Unknown,Individual/PAC contributions,"Economic growth and manufacturing jobs, Protecting reproductive freedom, Campaign finance reform",DW-NOMINATE: -0.20 (Moderate Democrat) • ~86% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Agriculture; House Committee on Science, Space, and Technology",N/A (No net worth disclosure provided in sources),2027-01-03,
M001231,John Mannion,House,Democrat,NY,District 22,2025-01-03,58.0,1968-07-08,"University of Notre Dame (BS in Biology), SUNY Oswego (MS in Secondary Education)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: -0.24 (Moderate Democrat) • ~87% Party Loyalty,House Committee on Agriculture; House Committee on Education and Workforce; House Committee on Education and the Workforce,N/A (No net worth disclosure provided in sources),2027-01-03,
